symbol,timestamp,value
ONEUSDT,2023-12-09 03:39:59.999000+09:00,2350.0534
ARPAUSDT,2023-12-09 03:39:59.999000+09:00,12016.6525
TOMOUSDT,2023-12-09 03:39:59.999000+09:00,0.0
HBARUSDT,2023-12-09 03:39:59.999000+09:00,48105.2092
OMGUSDT,2023-12-09 03:39:59.999000+09:00,14708.0445
DASHUSDT,2023-12-09 03:39:59.999000+09:00,21564.15686
DENTUSDT,2023-12-09 03:39:59.999000+09:00,21076.966452
DUSKUSDT,2023-12-09 03:39:59.999000+09:00,12027.68183
EOSUSDT,2023-12-09 03:39:59.999000+09:00,128537.943
ETCUSDT,2023-12-09 03:39:59.999000+09:00,135572.4702
THETAUSDT,2023-12-09 03:39:59.999000+09:00,37020.89897
XMRUSDT,2023-12-09 03:39:59.999000+09:00,24619.62523
NEOUSDT,2023-12-09 03:39:59.999000+09:00,31504.96532
ANKRUSDT,2023-12-09 03:39:59.999000+09:00,13061.99969
NKNUSDT,2023-12-09 03:39:59.999000+09:00,17883.67369
FTMUSDT,2023-12-09 03:39:59.999000+09:00,115847.3492
BCHUSDT,2023-12-09 03:39:59.999000+09:00,225653.66457
ZRXUSDT,2023-12-09 03:39:59.999000+09:00,28221.1612
ONTUSDT,2023-12-09 03:39:59.999000+09:00,9175.59789
BNBUSDT,2023-12-09 03:44:59.999000+09:00,1024680.0622
CELRUSDT,2023-12-09 03:44:59.999000+09:00,13457.08066
ANKRUSDT,2023-12-09 03:44:59.999000+09:00,67408.4056
IOTAUSDT,2023-12-09 03:44:59.999000+09:00,85160.74535
MATICUSDT,2023-12-09 03:44:59.999000+09:00,944270.9477
XLMUSDT,2023-12-09 03:44:59.999000+09:00,87986.92256
LTCUSDT,2023-12-09 03:44:59.999000+09:00,547552.66715
BTCUSDT,2023-12-09 03:44:59.999000+09:00,6791078.6804
USDCUSDT,2023-12-09 03:44:59.999000+09:00,189.8917
ADAUSDT,2023-12-09 03:44:59.999000+09:00,3893827.2759
ETHUSDT,2023-12-09 03:44:59.999000+09:00,2549132.14743
TRXUSDT,2023-12-09 03:44:59.999000+09:00,62752.0441
CHZUSDT,2023-12-09 03:44:59.999000+09:00,873708.97471
ALGOUSDT,2023-12-09 03:44:59.999000+09:00,127063.24283
STXUSDT,2023-12-09 03:44:59.999000+09:00,117275.4225
ENJUSDT,2023-12-09 03:44:59.999000+09:00,29889.8331
XRPUSDT,2023-12-09 03:44:59.999000+09:00,647885.41082
LINKUSDT,2023-12-09 03:44:59.999000+09:00,613953.95718
VETUSDT,2023-12-09 03:44:59.999000+09:00,51726.97905
ATOMUSDT,2023-12-09 03:44:59.999000+09:00,167296.58931
FTMUSDT,2023-12-09 03:44:59.999000+09:00,84475.206
DUSKUSDT,2023-12-09 03:44:59.999000+09:00,7108.91865
IOSTUSDT,2023-12-09 03:44:59.999000+09:00,26268.698101
XMRUSDT,2023-12-09 03:44:59.999000+09:00,134431.83874
ZILUSDT,2023-12-09 03:44:59.999000+09:00,287931.71831
KAVAUSDT,2023-12-09 03:44:59.999000+09:00,17932.03587
WAVESUSDT,2023-12-09 03:44:59.999000+09:00,37586.60851
KEYUSDT,2023-12-09 03:44:59.999000+09:00,73669.778439
BANDUSDT,2023-12-09 03:44:59.999000+09:00,33887.42483
MTLUSDT,2023-12-09 03:44:59.999000+09:00,37060.0756
ONEUSDT,2023-12-09 03:44:59.999000+09:00,8950.28713
HOTUSDT,2023-12-09 03:44:59.999000+09:00,99717.996982
ICXUSDT,2023-12-09 03:44:59.999000+09:00,19877.2968
BATUSDT,2023-12-09 03:44:59.999000+09:00,29304.51092
IOTXUSDT,2023-12-09 03:44:59.999000+09:00,26887.80357
TOMOUSDT,2023-12-09 03:44:59.999000+09:00,0.0
HBARUSDT,2023-12-09 03:44:59.999000+09:00,32065.29316
RVNUSDT,2023-12-09 03:44:59.999000+09:00,18117.01104
ARPAUSDT,2023-12-09 03:44:59.999000+09:00,22245.60519
QTUMUSDT,2023-12-09 03:44:59.999000+09:00,38119.4135
ONGUSDT,2023-12-09 03:44:59.999000+09:00,1866.1958
ZECUSDT,2023-12-09 03:44:59.999000+09:00,15376.32365
RLCUSDT,2023-12-09 03:44:59.999000+09:00,22057.38534
XTZUSDT,2023-12-09 03:44:59.999000+09:00,12807.4668
DOGEUSDT,2023-12-09 03:44:59.999000+09:00,605881.92554
OMGUSDT,2023-12-09 03:44:59.999000+09:00,19681.15523
OGNUSDT,2023-12-09 03:44:59.999000+09:00,25361.1901
DENTUSDT,2023-12-09 03:44:59.999000+09:00,73448.00673
THETAUSDT,2023-12-09 03:44:59.999000+09:00,32485.43428
EOSUSDT,2023-12-09 03:44:59.999000+09:00,161173.1914
DASHUSDT,2023-12-09 03:44:59.999000+09:00,9825.50441
NEOUSDT,2023-12-09 03:44:59.999000+09:00,26908.73992
RENUSDT,2023-12-09 03:44:59.999000+09:00,15323.39991
ETCUSDT,2023-12-09 03:44:59.999000+09:00,169685.76301
NKNUSDT,2023-12-09 03:44:59.999000+09:00,12071.3101
ZRXUSDT,2023-12-09 03:44:59.999000+09:00,24586.24004
FETUSDT,2023-12-09 03:44:59.999000+09:00,48504.0218
BCHUSDT,2023-12-09 03:44:59.999000+09:00,268595.55544
ONTUSDT,2023-12-09 03:44:59.999000+09:00,12217.85994
BNBUSDT,2023-12-09 03:49:59.999000+09:00,733152.218
ADAUSDT,2023-12-09 03:49:59.999000+09:00,1352137.3697
BTCUSDT,2023-12-09 03:49:59.999000+09:00,12260907.5271
IOTAUSDT,2023-12-09 03:49:59.999000+09:00,55999.39653
BCHUSDT,2023-12-09 03:49:59.999000+09:00,133390.7085
DENTUSDT,2023-12-09 03:49:59.999000+09:00,26824.765935
STXUSDT,2023-12-09 03:49:59.999000+09:00,196452.9232
LINKUSDT,2023-12-09 03:49:59.999000+09:00,347125.23246
CHZUSDT,2023-12-09 03:49:59.999000+09:00,315990.69411
LTCUSDT,2023-12-09 03:49:59.999000+09:00,669508.39172
RVNUSDT,2023-12-09 03:49:59.999000+09:00,9476.649
ETHUSDT,2023-12-09 03:49:59.999000+09:00,3912206.36912
HOTUSDT,2023-12-09 03:49:59.999000+09:00,69409.07974
XRPUSDT,2023-12-09 03:49:59.999000+09:00,491301.48091
ANKRUSDT,2023-12-09 03:49:59.999000+09:00,61785.30447
TRXUSDT,2023-12-09 03:49:59.999000+09:00,68032.74344
RENUSDT,2023-12-09 03:49:59.999000+09:00,21845.68462
ONEUSDT,2023-12-09 03:49:59.999000+09:00,11456.63322
ALGOUSDT,2023-12-09 03:49:59.999000+09:00,145274.9093
DOGEUSDT,2023-12-09 03:49:59.999000+09:00,909421.47083
MATICUSDT,2023-12-09 03:49:59.999000+09:00,676995.2205
MTLUSDT,2023-12-09 03:49:59.999000+09:00,22648.952
NKNUSDT,2023-12-09 03:49:59.999000+09:00,46663.99645
VETUSDT,2023-12-09 03:49:59.999000+09:00,28116.58028
ETCUSDT,2023-12-09 03:49:59.999000+09:00,162573.92166
ATOMUSDT,2023-12-09 03:49:59.999000+09:00,211983.86218
HBARUSDT,2023-12-09 03:49:59.999000+09:00,11212.1511
ZECUSDT,2023-12-09 03:49:59.999000+09:00,8958.90253
THETAUSDT,2023-12-09 03:49:59.999000+09:00,48121.69019
KAVAUSDT,2023-12-09 03:49:59.999000+09:00,21118.56455
BANDUSDT,2023-12-09 03:49:59.999000+09:00,20162.14078
KEYUSDT,2023-12-09 03:49:59.999000+09:00,52849.810123
WAVESUSDT,2023-12-09 03:49:59.999000+09:00,34873.40523
CELRUSDT,2023-12-09 03:49:59.999000+09:00,18827.51846
RLCUSDT,2023-12-09 03:49:59.999000+09:00,8049.26486
USDCUSDT,2023-12-09 03:49:59.999000+09:00,0.0
OGNUSDT,2023-12-09 03:49:59.999000+09:00,19184.2518
ZILUSDT,2023-12-09 03:49:59.999000+09:00,116364.53282
XTZUSDT,2023-12-09 03:49:59.999000+09:00,2826.4605
ICXUSDT,2023-12-09 03:49:59.999000+09:00,2237.6867
ARPAUSDT,2023-12-09 03:49:59.999000+09:00,6946.54501
OMGUSDT,2023-12-09 03:49:59.999000+09:00,8416.40775
BATUSDT,2023-12-09 03:49:59.999000+09:00,12985.31463
IOSTUSDT,2023-12-09 03:49:59.999000+09:00,51367.376429
XLMUSDT,2023-12-09 03:49:59.999000+09:00,80239.29362
IOTXUSDT,2023-12-09 03:49:59.999000+09:00,11582.6903
TOMOUSDT,2023-12-09 03:49:59.999000+09:00,0.0
ONGUSDT,2023-12-09 03:49:59.999000+09:00,4973.4949
ENJUSDT,2023-12-09 03:49:59.999000+09:00,58552.879
QTUMUSDT,2023-12-09 03:49:59.999000+09:00,36782.7097
DUSKUSDT,2023-12-09 03:49:59.999000+09:00,5664.49338
FETUSDT,2023-12-09 03:49:59.999000+09:00,102274.2666
EOSUSDT,2023-12-09 03:49:59.999000+09:00,151293.1402
FTMUSDT,2023-12-09 03:49:59.999000+09:00,83693.7641
DASHUSDT,2023-12-09 03:49:59.999000+09:00,22910.47199
NEOUSDT,2023-12-09 03:49:59.999000+09:00,35435.21736
XMRUSDT,2023-12-09 03:49:59.999000+09:00,64220.13355
ZRXUSDT,2023-12-09 03:49:59.999000+09:00,32674.22258
ONTUSDT,2023-12-09 03:49:59.999000+09:00,17792.32347
ADAUSDT,2023-12-09 03:54:59.999000+09:00,1627439.9445
LTCUSDT,2023-12-09 03:54:59.999000+09:00,412767.50208
ETCUSDT,2023-12-09 03:54:59.999000+09:00,138825.75948
BTCUSDT,2023-12-09 03:54:59.999000+09:00,10792346.4556
ETHUSDT,2023-12-09 03:54:59.999000+09:00,5661306.54501
IOTAUSDT,2023-12-09 03:54:59.999000+09:00,75905.17854
BNBUSDT,2023-12-09 03:54:59.999000+09:00,393056.6435
STXUSDT,2023-12-09 03:54:59.999000+09:00,116790.582
DOGEUSDT,2023-12-09 03:54:59.999000+09:00,501143.21457
ONTUSDT,2023-12-09 03:54:59.999000+09:00,7173.30413
XRPUSDT,2023-12-09 03:54:59.999000+09:00,611599.66417
ALGOUSDT,2023-12-09 03:54:59.999000+09:00,128802.81978
CHZUSDT,2023-12-09 03:54:59.999000+09:00,280000.37336
XLMUSDT,2023-12-09 03:54:59.999000+09:00,84568.21791
ATOMUSDT,2023-12-09 03:54:59.999000+09:00,525081.93178
DENTUSDT,2023-12-09 03:54:59.999000+09:00,32702.304482
MATICUSDT,2023-12-09 03:54:59.999000+09:00,438671.1728
LINKUSDT,2023-12-09 03:54:59.999000+09:00,328713.6073
EOSUSDT,2023-12-09 03:54:59.999000+09:00,42682.12
FETUSDT,2023-12-09 03:54:59.999000+09:00,39566.0795
BCHUSDT,2023-12-09 03:54:59.999000+09:00,83303.73309
IOSTUSDT,2023-12-09 03:54:59.999000+09:00,8206.835143
ANKRUSDT,2023-12-09 03:54:59.999000+09:00,107578.48878
BATUSDT,2023-12-09 03:54:59.999000+09:00,35991.21269
VETUSDT,2023-12-09 03:54:59.999000+09:00,16784.4285
TRXUSDT,2023-12-09 03:54:59.999000+09:00,52364.98944
ZRXUSDT,2023-12-09 03:54:59.999000+09:00,22032.32043
CELRUSDT,2023-12-09 03:54:59.999000+09:00,18331.15757
USDCUSDT,2023-12-09 03:54:59.999000+09:00,26.98461
RLCUSDT,2023-12-09 03:54:59.999000+09:00,10278.0951
KAVAUSDT,2023-12-09 03:54:59.999000+09:00,8259.23404
WAVESUSDT,2023-12-09 03:54:59.999000+09:00,15653.14715
BANDUSDT,2023-12-09 03:54:59.999000+09:00,95661.30238
MTLUSDT,2023-12-09 03:54:59.999000+09:00,14736.3089
KEYUSDT,2023-12-09 03:54:59.999000+09:00,35847.04294
ARPAUSDT,2023-12-09 03:54:59.999000+09:00,3439.04117
RVNUSDT,2023-12-09 03:54:59.999000+09:00,7167.04129
IOTXUSDT,2023-12-09 03:54:59.999000+09:00,10941.40227
QTUMUSDT,2023-12-09 03:54:59.999000+09:00,8965.1484
OMGUSDT,2023-12-09 03:54:59.999000+09:00,8310.21822
ENJUSDT,2023-12-09 03:54:59.999000+09:00,14469.8417
ONEUSDT,2023-12-09 03:54:59.999000+09:00,12734.63745
HOTUSDT,2023-12-09 03:54:59.999000+09:00,28959.565108
OGNUSDT,2023-12-09 03:54:59.999000+09:00,15298.5152
ZILUSDT,2023-12-09 03:54:59.999000+09:00,121177.7317
ICXUSDT,2023-12-09 03:54:59.999000+09:00,11176.6056
ZECUSDT,2023-12-09 03:54:59.999000+09:00,18057.77677
TOMOUSDT,2023-12-09 03:54:59.999000+09:00,0.0
XTZUSDT,2023-12-09 03:54:59.999000+09:00,973.1509
ONGUSDT,2023-12-09 03:54:59.999000+09:00,2588.3615
DUSKUSDT,2023-12-09 03:54:59.999000+09:00,8646.46156
THETAUSDT,2023-12-09 03:54:59.999000+09:00,157734.4154
NKNUSDT,2023-12-09 03:54:59.999000+09:00,11599.42145
HBARUSDT,2023-12-09 03:54:59.999000+09:00,134694.37436
RENUSDT,2023-12-09 03:54:59.999000+09:00,28254.66344
FTMUSDT,2023-12-09 03:54:59.999000+09:00,215989.2212
NEOUSDT,2023-12-09 03:54:59.999000+09:00,74599.53444
DASHUSDT,2023-12-09 03:54:59.999000+09:00,12135.04305
XMRUSDT,2023-12-09 03:54:59.999000+09:00,21698.3039
XRPUSDT,2023-12-09 03:59:59.999000+09:00,857456.74491
BNBUSDT,2023-12-09 03:59:59.999000+09:00,469165.1848
MATICUSDT,2023-12-09 03:59:59.999000+09:00,351832.4272
ZRXUSDT,2023-12-09 03:59:59.999000+09:00,21412.00025
XLMUSDT,2023-12-09 03:59:59.999000+09:00,40835.52945
BTCUSDT,2023-12-09 03:59:59.999000+09:00,4586467.0411
BCHUSDT,2023-12-09 03:59:59.999000+09:00,133024.88154
IOTAUSDT,2023-12-09 03:59:59.999000+09:00,90391.21273
ETHUSDT,2023-12-09 03:59:59.999000+09:00,4054694.81216
STXUSDT,2023-12-09 03:59:59.999000+09:00,173374.4295
ETCUSDT,2023-12-09 03:59:59.999000+09:00,133697.85191
LTCUSDT,2023-12-09 03:59:59.999000+09:00,242596.1626
LINKUSDT,2023-12-09 03:59:59.999000+09:00,357528.30519
ADAUSDT,2023-12-09 03:59:59.999000+09:00,1379827.7355
DOGEUSDT,2023-12-09 03:59:59.999000+09:00,630973.77432
XMRUSDT,2023-12-09 03:59:59.999000+09:00,28130.59056
VETUSDT,2023-12-09 03:59:59.999000+09:00,61031.54693
ENJUSDT,2023-12-09 03:59:59.999000+09:00,8857.0867
RLCUSDT,2023-12-09 03:59:59.999000+09:00,2640.8302
CHZUSDT,2023-12-09 03:59:59.999000+09:00,189370.73648
KAVAUSDT,2023-12-09 03:59:59.999000+09:00,12315.98242
BANDUSDT,2023-12-09 03:59:59.999000+09:00,22436.90725
WAVESUSDT,2023-12-09 03:59:59.999000+09:00,23495.80283
DUSKUSDT,2023-12-09 03:59:59.999000+09:00,33817.66678
THETAUSDT,2023-12-09 03:59:59.999000+09:00,95155.32634
ZILUSDT,2023-12-09 03:59:59.999000+09:00,216003.59718
ALGOUSDT,2023-12-09 03:59:59.999000+09:00,189974.94905
ZECUSDT,2023-12-09 03:59:59.999000+09:00,48591.51676
FTMUSDT,2023-12-09 03:59:59.999000+09:00,98327.0732
TRXUSDT,2023-12-09 03:59:59.999000+09:00,127435.43548
OGNUSDT,2023-12-09 03:59:59.999000+09:00,5054.3018
ARPAUSDT,2023-12-09 03:59:59.999000+09:00,4489.08831
CELRUSDT,2023-12-09 03:59:59.999000+09:00,7354.03172
ANKRUSDT,2023-12-09 03:59:59.999000+09:00,39332.26435
BATUSDT,2023-12-09 03:59:59.999000+09:00,18110.6474
NKNUSDT,2023-12-09 03:59:59.999000+09:00,5257.14252
XTZUSDT,2023-12-09 03:59:59.999000+09:00,907.5588
DENTUSDT,2023-12-09 03:59:59.999000+09:00,20450.450186
RVNUSDT,2023-12-09 03:59:59.999000+09:00,3835.50172
EOSUSDT,2023-12-09 03:59:59.999000+09:00,11278.3831
ONTUSDT,2023-12-09 03:59:59.999000+09:00,6185.82171
ONEUSDT,2023-12-09 03:59:59.999000+09:00,12767.17626
HOTUSDT,2023-12-09 03:59:59.999000+09:00,32375.80614
ATOMUSDT,2023-12-09 03:59:59.999000+09:00,178899.75348
FETUSDT,2023-12-09 03:59:59.999000+09:00,92570.71
IOSTUSDT,2023-12-09 03:59:59.999000+09:00,10536.483868
